"Source: Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated January 23, 2021",,,,,,,
,,,,,,,
,,,,,,,
year,sector,sub_sector,food_type,cause_group,cause_name,tons_surplus_due_to_cause,us_dollars_surplus_due_to_cause
2019,Foodservice,Lodging,Produce,Other,Other,103.7682913,478787.0354
2019,Foodservice,Lodging,Produce,Spoiled,Spoiled,1151.056646,5310976.915
2019,Foodservice,Lodging,Produce,Trimmings & Byproducts,Trimmings & Byproducts,4851.93932,22386854.55
2019,Foodservice,Lodging,Ready-to-drink Beverages,Date Label Concerns,Date Label Concerns,1689.21679,7794048.541
2019,Foodservice,Lodging,Ready-to-drink Beverages,Mistakes & Malfunctions,Handling Errors,237.8028451,1097222.647
2019,Foodservice,Lodging,Ready-to-drink Beverages,Other,Other,1199.533374,5534648.599
2019,Foodservice,Lodging,Ready-to-drink Beverages,Spoiled,Spoiled,2508.864429,11575903.85
2019,Foodservice,Lodging,Ready-to-drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,21.89979944,101045.7041
2019,Foodservice,Military,Breads & Bakery,Date Label Concerns,Date Label Concerns,395.7053568,1825785.048
2019,Foodservice,Military,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,68.28998715,315090.0926
2019,Foodservice,Military,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,11.01252182,50811.79048
2019,Foodservice,Military,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,23.81562016,109885.3034
2019,Foodservice,Military,Breads & Bakery,Other,Other,32.59096305,150374.7473
2019,Foodservice,Military,Breads & Bakery,Spoiled,Spoiled,91.22177803,420897.4065
2019,Foodservice,Military,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,378.0731188,1744429.879
2019,Foodservice,Military,Dairy & Eggs,Date Label Concerns,Date Label Concerns,665.273333,3069572.053
2019,Foodservice,Military,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,57.56532893,265606.5051
2019,Foodservice,Military,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,151.7534428,700190.5892
2019,Foodservice,Military,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,41.68544049,192336.6785
2019,Foodservice,Military,Dairy & Eggs,Other,Other,2.463148957,11364.9726
2019,Foodservice,Military,Dairy & Eggs,Spoiled,Spoiled,167.3410601,772111.8763
2019,Foodservice,Military,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,409.0949968,1887564.866
2019,Foodservice,Military,Dry Goods,Date Label Concerns,Date Label Concerns,1690.687331,7800833.621
2019,Foodservice,Military,Dry Goods,Mistakes & Malfunctions,Cooking Issues,345.5121657,1594193.597
2019,Foodservice,Military,Dry Goods,Mistakes & Malfunctions,Equipment Issues,103.8769054,479288.1812
2019,Foodservice,Military,Dry Goods,Mistakes & Malfunctions,Handling Errors,189.4449715,874099.3533
2019,Foodservice,Military,Dry Goods,Other,Other,29.98747706,138362.2595
2019,Foodservice,Military,Dry Goods,Spoiled,Spoiled,188.1799341,868262.4691
2019,Foodservice,Military,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,740.2178873,3415366.328
2019,Foodservice,Military,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,535.4069457,2470368.368
2019,Foodservice,Military,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,62.74398703,289500.8405
2019,Foodservice,Military,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,67.23094467,310203.6691
2019,Foodservice,Military,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,43.21438873,199391.2477
2019,Foodservice,Military,Fresh Meat & Seafood,Other,Other,4.632199374,21372.97414
2019,Foodservice,Military,Fresh Meat & Seafood,Spoiled,Spoiled,167.0202752,770631.7746
2019,Foodservice,Military,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,1676.561162,7735655.458
2019,Foodservice,Military,Frozen,Date Label Concerns,Date Label Concerns,10.5589613,48719.06163
2019,Foodservice,Military,Frozen,Mistakes & Malfunctions,Cooking Issues,17.8076373,82164.46247
2019,Foodservice,Military,Frozen,Mistakes & Malfunctions,Equipment Issues,95.23436155,439411.4723
2019,Foodservice,Military,Frozen,Mistakes & Malfunctions,Handling Errors,24.78470015,114356.6398
2019,Foodservice,Military,Frozen,Other,Other,1.969195355,9085.870015
2019,Foodservice,Military,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0.714682107,3297.544204
2019,Foodservice,Military,Prepared Foods,Excess,Overproduction,7604.312136,65469453.13
2019,Foodservice,Military,Prepared Foods,Excess,Plate Waste,59704.92951,514030594.1
2019,Foodservice,Military,Produce,Date Label Concerns,Date Label Concerns,100.9507366,465786.8345
2019,Foodservice,Military,Produce,Mistakes & Malfunctions,Cooking Issues,17.06053205,78717.31783
2019,Foodservice,Military,Produce,Mistakes & Malfunctions,Equipment Issues,6.899585473,31834.69665
2019,Foodservice,Military,Produce,Mistakes & Malfunctions,Handling Errors,9.560715246,44113.15301
2019,Foodservice,Military,Produce,Other,Other,1.515319864,6991.687891
2019,Foodservice,Military,Produce,Spoiled,Spoiled,39.65185364,182953.706
2019,Foodservice,Military,Produce,Trimmings & Byproducts,Trimmings & Byproducts,1903.621956,8783314.267
2019,Foodservice,Military,Ready-to-drink Beverages,Date Label Concerns,Date Label Concerns,586.4325659,2705800.648
2019,Foodservice,Military,Ready-to-drink Beverages,Mistakes & Malfunctions,Cooking Issues,160.7405085,741656.9223
2019,Foodservice,Military,Ready-to-drink Beverages,Mistakes & Malfunctions,Equipment Issues,2.77598635,12808.40475
2019,Foodservice,Military,Ready-to-drink Beverages,Mistakes & Malfunctions,Handling Errors,0.213488096,985.034361
2019,Foodservice,Military,Ready-to-drink Beverages,Other,Other,3.340159096,15411.49856
2019,Foodservice,Military,Ready-to-drink Beverages,Spoiled,Spoiled,21.34880958,98503.4361
2019,Foodservice,Military,Ready-to-drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,583.8130093,2693714.01
2019,Foodservice,Other,Breads & Bakery,Date Label Concerns,Date Label Concerns,410.7625086,1895258.767
2019,Foodservice,Other,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,95.9373538,442655.0795
2019,Foodservice,Other,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,5.74183059,26492.81407
2019,Foodservice,Other,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,43.11362703,198926.3331
2019,Foodservice,Other,Breads & Bakery,Other,Other,3.307797986,15262.18436
2019,Foodservice,Other,Breads & Bakery,Spoiled,Spoiled,199.2484062,919332.4141
2019,Foodservice,Other,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,252.2607734,1163931.548
2019,Foodservice,Other,Dairy & Eggs,Date Label Concerns,Date Label Concerns,695.3205183,3208209.806
2019,Foodservice,Other,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,79.09427914,364941.1103
2019,Foodservice,Other,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,82.05847714,378617.9239
2019,Foodservice,Other,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,47.24002753,217965.5506
2019,Foodservice,Other,Dairy & Eggs,Other,Other,2.832167105,13067.62283
2019,Foodservice,Other,Dairy & Eggs,Spoiled,Spoiled,363.4414896,1676919.522
2019,Foodservice,Other,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,239.627372,1105641.017
2019,Foodservice,Other,Dry Goods,Date Label Concerns,Date Label Concerns,1745.038161,8051608.423
2019,Foodservice,Other,Dry Goods,Mistakes & Malfunctions,Cooking Issues,500.6105124,2309817.578
2019,Foodservice,Other,Dry Goods,Mistakes & Malfunctions,Equipment Issues,46.56244218,214839.1708
2019,Foodservice,Other,Dry Goods,Mistakes & Malfunctions,Handling Errors,167.5993493,773303.6232
2019,Foodservice,Other,Dry Goods,Other,Other,16.12444127,74398.1937
2019,Foodservice,Other,Dry Goods,Spoiled,Spoiled,377.2885243,1740809.758
2019,Foodservice,Other,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,466.4316051,2152116.053
2019,Foodservice,Other,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,696.4744136,3213533.881
2019,Foodservice,Other,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,130.7998312,603510.5972
2019,Foodservice,Other,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,35.2795169,162779.7384
2019,Foodservice,Other,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,81.57179886,376372.3897
2019,Foodservice,Other,Fresh Meat & Seafood,Other,Other,7.030264704,32437.6508
2019,Foodservice,Other,Fresh Meat & Seafood,Spoiled,Spoiled,350.2235388,1615931.879
2019,Foodservice,Other,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,1280.119357,5906472.435
2019,Foodservice,Other,Frozen,Date Label Concerns,Date Label Concerns,10.65936781,49182.33743
2019,Foodservice,Other,Frozen,Mistakes & Malfunctions,Cooking Issues,17.97638843,82943.08039
2019,Foodservice,Other,Frozen,Mistakes & Malfunctions,Equipment Issues,96.20520437,443890.9423
2019,Foodservice,Other,Frozen,Mistakes & Malfunctions,Handling Errors,24.97730596,115245.3233
2019,Foodservice,Other,Frozen,Other,Other,1.987345285,9169.613817
2019,Foodservice,Other,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0.72266883,3334.394953
2019,Foodservice,Other,Prepared Foods,Excess,Catering Overproduction,9210.538095,85899900.38
2019,Foodservice,Other,Prepared Foods,Excess,Overproduction,7670.599301,71538026.23
2019,Foodservice,Other,Prepared Foods,Excess,Plate Waste,30927.22342,288435418.6
2019,Foodservice,Other,Produce,Date Label Concerns,Date Label Concerns,162.1666517,748237.1491
2019,Foodservice,Other,Produce,Mistakes & Malfunctions,Cooking Issues,43.71926879,201720.765
2019,Foodservice,Other,Produce,Mistakes & Malfunctions,Equipment Issues,3.48248454,16068.18835
2019,Foodservice,Other,Produce,Mistakes & Malfunctions,Handling Errors,19.83928634,91538.49385
2019,Foodservice,Other,Produce,Other,Other,3.053996876,14091.14569
2019,Foodservice,Other,Produce,Spoiled,Spoiled,124.0097259,572181.0422
2019,Foodservice,Other,Produce,Trimmings & Byproducts,Trimmings & Byproducts,1743.066839,8042512.741
2019,Foodservice,Other,Ready-to-drink Beverages,Date Label Concerns,Date Label Concerns,377.4756773,1741673.283
2019,Foodservice,Other,Ready-to-drink Beverages,Mistakes & Malfunctions,Cooking Issues,21.86220274,100872.2329
2019,Foodservice,Other,Ready-to-drink Beverages,Mistakes & Malfunctions,Equipment Issues,83.56395693,385564.2097
2019,Foodservice,Other,Ready-to-drink Beverages,Mistakes & Malfunctions,Handling Errors,54.11588094,249690.7475
2019,Foodservice,Other,Ready-to-drink Beverages,Other,Other,9.220023407,42541.2004
2019,Foodservice,Other,Ready-to-drink Beverages,Spoiled,Spoiled,42.48253055,196014.4531
2019,Foodservice,Other,Ready-to-drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,783.0636585,3613056.774
2019,Foodservice,Recreation,Breads & Bakery,Date Label Concerns,Date Label Concerns,846.8440664,3907339.661
2019,Foodservice,Recreation,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,35.05708842,161753.4531
2019,Foodservice,Recreation,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,0.600872038,2772.42439
2019,Foodservice,Recreation,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,137.9152335,636341.073
2019,Foodservice,Recreation,Breads & Bakery,Other,Other,314.8387635,1452666.478
2019,Foodservice,Recreation,Breads & Bakery,Spoiled,Spoiled,808.3161513,3729571.81
2019,Foodservice,Recreation,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,60.31838139,278309.0929
2019,Foodservice,Recreation,Dairy & Eggs,Date Label Concerns,Date Label Concerns,1895.672697,8746636.373
2019,Foodservice,Recreation,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,104.7935123,483517.4067
2019,Foodservice,Recreation,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,36.46807299,168263.7378
2019,Foodservice,Recreation,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,180.6384435,833466.0215
2019,Foodservice,Recreation,Dairy & Eggs,Other,Other,27.365333,126263.6833
2019,Foodservice,Recreation,Dairy & Eggs,Spoiled,Spoiled,959.0295657,4424963.706
2019,Foodservice,Recreation,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,88.90251438,410196.3209
2019,Foodservice,Recreation,Dry Goods,Date Label Concerns,Date Label Concerns,4188.816657,19327205.69
2019,Foodservice,Recreation,Dry Goods,Mistakes & Malfunctions,Cooking Issues,1436.865519,6629699.44
2019,Foodservice,Recreation,Dry Goods,Mistakes & Malfunctions,Equipment Issues,37.18161479,171556.0206
2019,Foodservice,Recreation,Dry Goods,Mistakes & Malfunctions,Handling Errors,228.4050963,1053861.422
2019,Foodservice,Recreation,Dry Goods,Other,Other,30.28317347,139726.6031
2019,Foodservice,Recreation,Dry Goods,Spoiled,Spoiled,1104.47544,5096051.164
2019,Foodservice,Recreation,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,215.0225574,992114.3692
2019,Foodservice,Recreation,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,3230.973006,14907713.79
2019,Foodservice,Recreation,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,284.2787836,1311662.69
2019,Foodservice,Recreation,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,38.22593934,176374.5355
2019,Foodservice,Recreation,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,458.9805453,2117736.853
2019,Foodservice,Recreation,Fresh Meat & Seafood,Other,Other,86.31328321,398249.6048
2019,Foodservice,Recreation,Fresh Meat & Seafood,Spoiled,Spoiled,1036.038262,4780281.933
2019,Foodservice,Recreation,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,496.1251017,2289121.887
2019,Foodservice,Recreation,Frozen,Date Label Concerns,Date Label Concerns,103.3367698,476795.9948
2019,Foodservice,Recreation,Frozen,Mistakes & Malfunctions,Handling Errors,73.91566978,341046.9998
2019,Foodservice,Recreation,Frozen,Other,Other,8.775670449,40490.95526
2019,Foodservice,Recreation,Frozen,Spoiled,Spoiled,120.6470014,556665.4265
2019,Foodservice,Recreation,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,26.02961363,120100.6723
2019,Foodservice,Recreation,Prepared Foods,Excess,Overproduction,33863.17395,442302109
2019,Foodservice,Recreation,Prepared Foods,Excess,Plate Waste,535776.2532,6998014041
2019,Foodservice,Recreation,Produce,Date Label Concerns,Date Label Concerns,1144.155846,5279136.614
2019,Foodservice,Recreation,Produce,Mistakes & Malfunctions,Cooking Issues,111.0492965,512381.6036
2019,Foodservice,Recreation,Produce,Mistakes & Malfunctions,Equipment Issues,2.257266988,10415.03292
2019,Foodservice,Recreation,Produce,Mistakes & Malfunctions,Handling Errors,91.80885035,423606.159
2019,Foodservice,Recreation,Produce,Other,Other,54.88433891,253236.4136
2019,Foodservice,Recreation,Produce,Spoiled,Spoiled,608.808166,2809041.697
2019,Foodservice,Recreation,Produce,Trimmings & Byproducts,Trimmings & Byproducts,2566.251008,11840685.6
2019,Foodservice,Recreation,Ready-to-drink Beverages,Date Label Concerns,Date Label Concerns,893.4477544,4122369.14
2019,Foodservice,Recreation,Ready-to-drink Beverages,Mistakes & Malfunctions,Handling Errors,125.7768803,580334.6948
2019,Foodservice,Recreation,Ready-to-drink Beverages,Other,Other,634.4481095,2927344.431
2019,Foodservice,Recreation,Ready-to-drink Beverages,Spoiled,Spoiled,1326.969577,6122639.415
2019,Foodservice,Recreation,Ready-to-drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,11.5830761,53444.32873
2019,Foodservice,Refreshment Services,Breads & Bakery,Date Label Concerns,Date Label Concerns,3496.815314,9042570.544
2019,Foodservice,Refreshment Services,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,603.4729345,1560547.553
2019,Foodservice,Refreshment Services,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,97.31673902,251655.692
2019,Foodservice,Refreshment Services,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,210.4566538,544229.2393
2019,Foodservice,Refreshment Services,Breads & Bakery,Other,Other,288.0036288,744761.4176
2019,Foodservice,Refreshment Services,Breads & Bakery,Spoiled,Spoiled,806.1192624,2084579.723
2019,Foodservice,Refreshment Services,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,3341.000694,8639642.575
2019,Foodservice,Refreshment Services,Dairy & Eggs,Date Label Concerns,Date Label Concerns,5878.96509,15202677.8
2019,Foodservice,Refreshment Services,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,508.7000221,1315470.056
2019,Foodservice,Refreshment Services,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,1341.032547,3467835.823
2019,Foodservice,Refreshment Services,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,368.3707692,952586.3875
2019,Foodservice,Refreshment Services,Dairy & Eggs,Other,Other,21.76664239,56287.33052
2019,Foodservice,Refreshment Services,Dairy & Eggs,Spoiled,Spoiled,1478.779024,3824040.576
2019,Foodservice,Refreshment Services,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,3615.138449,9348547.611
2019,Foodservice,Refreshment Services,Dry Goods,Date Label Concerns,Date Label Concerns,14940.46328,38635209.76
2019,Foodservice,Refreshment Services,Dry Goods,Mistakes & Malfunctions,Cooking Issues,3053.262261,7895566.939
2019,Foodservice,Refreshment Services,Dry Goods,Mistakes & Malfunctions,Equipment Issues,917.95157,2373771.87
2019,Foodservice,Refreshment Services,Dry Goods,Mistakes & Malfunctions,Handling Errors,1674.109451,4329154.23
2019,Foodservice,Refreshment Services,Dry Goods,Other,Other,264.9968397,685267.1365
2019,Foodservice,Refreshment Services,Dry Goods,Spoiled,Spoiled,1662.93042,4300245.877
2019,Foodservice,Refreshment Services,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,6541.243881,16915294.04
2019,Foodservice,Refreshment Services,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,4731.346631,12235000.09
2019,Foodservice,Refreshment Services,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,554.4633928,1433811.595
2019,Foodservice,Refreshment Services,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,594.1142641,1536346.55
2019,Foodservice,Refreshment Services,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,381.8819576,987525.5715
2019,Foodservice,Refreshment Services,Fresh Meat & Seafood,Other,Other,40.93436045,105853.9868
2019,Foodservice,Refreshment Services,Fresh Meat & Seafood,Spoiled,Spoiled,1475.944276,3816710.073
2019,Foodservice,Refreshment Services,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,14815.63149,38312401.69
2019,Foodservice,Refreshment Services,Frozen,Date Label Concerns,Date Label Concerns,93.30866245,241291.0282
2019,Foodservice,Refreshment Services,Frozen,Mistakes & Malfunctions,Cooking Issues,157.3646092,406936.1553
2019,Foodservice,Refreshment Services,Frozen,Mistakes & Malfunctions,Equipment Issues,841.5781291,2176274.386
2019,Foodservice,Refreshment Services,Frozen,Mistakes & Malfunctions,Handling Errors,219.0203331,566374.4393
2019,Foodservice,Refreshment Services,Frozen,Other,Other,17.4016155,44999.61298
2019,Foodservice,Refreshment Services,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,6.315586317,16331.75609
2019,Foodservice,Refreshment Services,Prepared Foods,Excess,Catering Overproduction,116882.8802,689249920.8
2019,Foodservice,Refreshment Services,Prepared Foods,Excess,Overproduction,67198.67363,396265735.6
2019,Foodservice,Refreshment Services,Prepared Foods,Excess,Plate Waste,146851.7491,865974181.5
2019,Foodservice,Refreshment Services,Produce,Date Label Concerns,Date Label Concerns,892.0932599,2306903.714
2019,Foodservice,Refreshment Services,Produce,Mistakes & Malfunctions,Cooking Issues,150.7625022,389863.4728
2019,Foodservice,Refreshment Services,Produce,Mistakes & Malfunctions,Equipment Issues,60.97106275,157667.7881
2019,Foodservice,Refreshment Services,Produce,Mistakes & Malfunctions,Handling Errors,84.48724514,218479.3321
2019,Foodservice,Refreshment Services,Produce,Other,Other,13.39075556,34627.75151
2019,Foodservice,Refreshment Services,Produce,Spoiled,Spoiled,350.4001314,906115.3143
2019,Foodservice,Refreshment Services,Produce,Trimmings & Byproducts,Trimmings & Byproducts,16822.14884,43501144.31
2019,Foodservice,Refreshment Services,Ready-to-drink Beverages,Date Label Concerns,Date Label Concerns,5182.255791,13401026.18
2019,Foodservice,Refreshment Services,Ready-to-drink Beverages,Mistakes & Malfunctions,Cooking Issues,1420.450499,3673206.244
2019,Foodservice,Refreshment Services,Ready-to-drink Beverages,Mistakes & Malfunctions,Equipment Issues,24.5311604,63436.22084
2019,Foodservice,Refreshment Services,Ready-to-drink Beverages,Mistakes & Malfunctions,Handling Errors,1.886576539,4878.582342
2019,Foodservice,Refreshment Services,Ready-to-drink Beverages,Other,Other,29.51670802,76328.57058
2019,Foodservice,Refreshment Services,Ready-to-drink Beverages,Spoiled,Spoiled,188.6576539,487858.2342
2019,Foodservice,Refreshment Services,Ready-to-drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,5159.106987,13341164.66
2019,Foodservice,Transportation,Breads & Bakery,Date Label Concerns,Date Label Concerns,539.5872001,2489656.067
2019,Foodservice,Transportation,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,22.33747266,103065.1289
2019,Foodservice,Transportation,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,0.382860167,1766.517324
2019,Foodservice,Transportation,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,87.87603014,405460.1213
2019,Foodservice,Transportation,Breads & Bakery,Other,Other,200.6071408,925601.6175
2019,Foodservice,Transportation,Breads & Bakery,Spoiled,Spoiled,515.0382062,2376386.976
2019,Foodservice,Transportation,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,38.43331708,177331.3767
2019,Foodservice,Transportation,Dairy & Eggs,Date Label Concerns,Date Label Concerns,1207.873755,5573131.132
2019,Foodservice,Transportation,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,66.77172354,308084.8222
2019,Foodservice,Transportation,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,23.23651565,107213.3144
2019,Foodservice,Transportation,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,115.0981578,531063.0548
2019,Foodservice,Transportation,Dairy & Eggs,Other,Other,17.43648447,80451.9628
2019,Foodservice,Transportation,Dairy & Eggs,Spoiled,Spoiled,611.0689071,2819472.759
2019,Foodservice,Transportation,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,56.64638948,261366.5172
2019,Foodservice,Transportation,Dry Goods,Date Label Concerns,Date Label Concerns,2669.00595,12314797.04
2019,Foodservice,Transportation,Dry Goods,Mistakes & Malfunctions,Cooking Issues,915.533654,4224273.511
2019,Foodservice,Transportation,Dry Goods,Mistakes & Malfunctions,Equipment Issues,23.69116608,109311.0721
2019,Foodservice,Transportation,Dry Goods,Mistakes & Malfunctions,Handling Errors,145.5338371,671493.32
2019,Foodservice,Transportation,Dry Goods,Other,Other,19.29565717,89030.18813
2019,Foodservice,Transportation,Dry Goods,Spoiled,Spoiled,703.7432671,3247072.381
2019,Foodservice,Transportation,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,137.0068284,632149.6907
2019,Foodservice,Transportation,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,2058.692677,9498810.779
2019,Foodservice,Transportation,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,181.1351097,835757.6399
2019,Foodservice,Transportation,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,24.35658275,112381.3056
2019,Foodservice,Transportation,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,292.4505669,1349367.309
2019,Foodservice,Transportation,Fresh Meat & Seafood,Other,Other,54.99659815,253754.3778
2019,Foodservice,Transportation,Fresh Meat & Seafood,Spoiled,Spoiled,660.1368622,3045872.37
2019,Foodservice,Transportation,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,316.1181204,1458569.433
2019,Foodservice,Transportation,Frozen,Date Label Concerns,Date Label Concerns,65.84352478,303802.1119
2019,Foodservice,Transportation,Frozen,Mistakes & Malfunctions,Handling Errors,47.09715859,217306.3531
2019,Foodservice,Transportation,Frozen,Other,Other,5.591630896,25799.79248
2019,Foodservice,Transportation,Frozen,Spoiled,Spoiled,76.87315793,354692.8541
2019,Foodservice,Transportation,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,16.58539853,76525.05113
2019,Foodservice,Transportation,Prepared Foods,Excess,Overproduction,21576.74115,266007692.3
2019,Foodservice,Transportation,Prepared Foods,Excess,Plate Waste,98761.54046,1217576337
2019,Foodservice,Transportation,Produce,Date Label Concerns,Date Label Concerns,729.0265989,3363729.708
2019,Foodservice,Transportation,Produce,Mistakes & Malfunctions,Cooking Issues,70.75774794,326476.3442
2019,Foodservice,Transportation,Produce,Mistakes & Malfunctions,Equipment Issues,1.438272312,6636.190384
2019,Foodservice,Transportation,Produce,Mistakes & Malfunctions,Handling Errors,58.49823181,269910.9202
2019,Foodservice,Transportation,Produce,Other,Other,34.97088536,161355.7121
2019,Foodservice,Transportation,Produce,Spoiled,Spoiled,387.916863,1789848.928
2019,Foodservice,Transportation,Produce,Trimmings & Byproducts,Trimmings & Byproducts,1635.148962,7544579.51
2019,Foodservice,Transportation,Ready-to-drink Beverages,Date Label Concerns,Date Label Concerns,569.2818682,2626667.306
2019,Foodservice,Transportation,Ready-to-drink Beverages,Mistakes & Malfunctions,Handling Errors,80.14178449,369774.3014
2019,Foodservice,Transportation,Ready-to-drink Beverages,Other,Other,404.2539738,1865228.379
2019,Foodservice,Transportation,Ready-to-drink Beverages,Spoiled,Spoiled,845.5107938,3901187.94
2019,Foodservice,Transportation,Ready-to-drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,7.380437381,34053.348
2019,Manufacturing,Not Applicable,Breads & Bakery,Buyer Rejections,Buyer Rejections,41555.65384,189737971.5
2019,Manufacturing,Not Applicable,Breads & Bakery,Excess,Unshipped Finished Product,28887.02626,131894586.2
2019,Manufacturing,Not Applicable,Breads & Bakery,Trimmings & Byproducts,Byproducts & Production Line Waste,9890.923283,31189814.81
2019,Manufacturing,Not Applicable,Dairy & Eggs,Buyer Rejections,Buyer Rejections,133562.7015,414942149.1
2019,Manufacturing,Not Applicable,Dairy & Eggs,Excess,Unshipped Finished Product,3562.028242,11066230.6
2019,Manufacturing,Not Applicable,Dairy & Eggs,Trimmings & Byproducts,Byproducts & Production Line Waste,4270489.609,6289798056
2019,Manufacturing,Not Applicable,Dry Goods,Buyer Rejections,Buyer Rejections,260575.9918,1305119886
2019,Manufacturing,Not Applicable,Dry Goods,Excess,Unshipped Finished Product,104899.3432,546761306.2
2019,Manufacturing,Not Applicable,Dry Goods,Trimmings & Byproducts,Byproducts & Production Line Waste,2680653.134,12456482327
2019,Manufacturing,Not Applicable,Fresh Meat & Seafood,Buyer Rejections,Buyer Rejections,55767.38509,481847384
2019,Manufacturing,Not Applicable,Fresh Meat & Seafood,Excess,Unshipped Finished Product,8762.408858,82014929.98
2019,Manufacturing,Not Applicable,Fresh Meat & Seafood,Trimmings & Byproducts,Byproducts & Production Line Waste,762410.849,5376256654
2019,Manufacturing,Not Applicable,Frozen,Buyer Rejections,Buyer Rejections,139914.4295,793782634.7
