"Source: Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated January 23, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
year,sector,sub_sector,sub_sector_category,food_type,tons_supply,tons_surplus,us_dollars_surplus,tons_waste,tons_uneaten,tons_eaten,tons_donated,tons_industrial_uses,tons_animal_feed,tons_anaerobically_digested,tons_composted,tons_not_harvested,tons_incineration,tons_land_application,tons_landfilled,tons_dumping,tons_sewer,upstream_mtco2e_footprint,downstream_mtco2e_footprint,total_mtco2e_footprint,gallons_water_footprint,meals_wasted
2019,Foodservice,Full Service Restaurants,All Other,Prepared Foods,0,307008.0697,6091974288,274861.7334,306188.2962,428613.0848,819.7734381,0,203.1893741,3577.734404,27545.63908,0,33782.29939,0,241079.434,0,0,1425167.202,39406.46609,1464573.669,73470005418,510313827.2
2019,Foodservice,Full Service Restaurants,All Other,Produce,166194.6075,3049.57327,17165781.95,2678.316978,2976.244581,73.32868831,73.32868831,0,7.812052228,0.741263831,289.37429,0,330.1254242,0,2348.191553,0,0,3053.814601,170.9951214,3224.809722,120985126.7,4960407.636
2019,Foodservice,Full Service Restaurants,All Other,Ready-to-drink Beverages,82276.35636,1509.722733,8498097.587,1325.928473,1473.420609,36.30212425,36.30212425,0,3.867437113,0.366970313,143.25773,0,163.4319997,0,1162.496473,0,0,4856.810352,202.6775299,5059.487882,24213371.18,2455701.016
2019,Foodservice,Full Service Restaurants,Asian/noodle,Breads & Bakery,7557.476424,138.6752461,810202.0158,104.4492743,134.7677665,3.907479554,3.907479554,0,0.776827543,0.03914311,29.5025216,0,10.79289218,0,93.65638215,0,0,306.4154899,31.43272405,337.8482139,2611860.075,224612.9442
2019,Foodservice,Full Service Restaurants,Asian/noodle,Dairy & Eggs,31548.1813,578.8905661,3382134.28,436.0165297,562.5790533,16.3115128,16.3115128,0,3.242814771,0.163400304,123.1563088,0,45.05420861,0,390.9623211,0,0,2549.83174,35.08871565,2584.920455,141464596.1,937631.7557
2019,Foodservice,Full Service Restaurants,Asian/noodle,Dry Goods,335908.2335,6163.718459,36011164.66,4642.471807,5990.042157,173.6763016,173.6763016,0,34.52776471,1.739799418,1311.302789,0,479.7132196,0,4162.758587,0,0,16724.44326,810.4032187,17534.84648,579587688.8,9983403.597
2019,Foodservice,Full Service Restaurants,Asian/noodle,Fresh Meat & Seafood,255415.8721,4686.730984,27381951.7,3530.01465,4554.672047,132.0589364,132.0589364,0,26.25401302,1.322898165,997.0804884,0,364.7614382,0,3165.253212,0,0,53288.68181,476.4331433,53765.11495,5644325191,7591120.08
2019,Foodservice,Full Service Restaurants,Asian/noodle,Prepared Foods,0,367374.2069,7566356279,279898.0196,365801.9656,514553.0493,1572.241328,0,541.5514148,9835.984664,75526.40992,0,28983.83528,0,250914.1844,0,0,1702641.709,31981.77993,1734623.489,87774329474,609669942.8
2019,Foodservice,Full Service Restaurants,Asian/noodle,Produce,252380.4794,4631.033314,27056541.33,3488.063535,4500.543782,130.4895322,130.4895322,0,25.9420072,1.307176685,985.231065,0,360.4265698,0,3127.636965,0,0,4617.841691,92.91150618,4710.753197,182948291,7500906.305
2019,Foodservice,Full Service Restaurants,Asian/noodle,Ready-to-drink Beverages,118206.9128,2169.027305,12672415.19,1633.696961,2107.910198,61.11710697,61.11710697,0,12.15040319,0.612239587,461.4505958,0,168.8122323,0,1464.884729,0,0,6948.267186,208.0531933,7156.320379,34640218.63,3513183.665
2019,Foodservice,Full Service Restaurants,Family Style,Breads & Bakery,203173.3849,3728.11208,15673767.76,3215.931069,3636.54094,91.57113963,91.57113963,0,10.9678674,0.924473209,408.7175326,0,270.9262173,0,2945.004852,0,0,8268.241752,1115.975438,9384.217189,70477802.97,6060901.568
2019,Foodservice,Full Service Restaurants,Family Style,Dairy & Eggs,672240.2984,12335.21398,51859835.5,10640.55936,12032.23231,302.981664,302.981664,0,36.28941094,3.058806871,1352.324746,0,896.4142684,0,9744.145089,0,0,54534.85634,1221.298112,55756.15446,3025592357,20053720.52
2019,Foodservice,Full Service Restaurants,Family Style,Dry Goods,402856.189,7392.174055,31078255.41,6376.611461,7210.604996,181.5690591,181.5690591,0,21.7473035,1.833063685,810.4131732,0,537.1978395,0,5839.413622,0,0,20132.30475,1365.699821,21498.00457,697687558.1,12017675
2019,Foodservice,Full Service Restaurants,Family Style,Fresh Meat & Seafood,425950.7335,7815.945359,32859879.15,6742.163588,7623.967487,191.9778721,191.9778721,0,22.99401158,1.938147762,856.8717447,0,567.9937903,0,6174.169798,0,0,89198.77731,1159.660485,90358.43779,9447914428,12706612.48
2019,Foodservice,Full Service Restaurants,Family Style,Frozen,23888.62843,438.3422773,1842883.183,378.12129,427.5755673,10.76671007,10.76671007,0,1.289574957,0.108697293,48.05600534,0,31.85484035,0,346.2664496,0,0,3353.101843,77.78619466,3430.888037,72267534.1,712625.9456
2019,Foodservice,Full Service Restaurants,Family Style,Prepared Foods,0,790106.7126,11709920598,694386.2185,787391.6176,1080922.638,2715.094982,0,791.1182375,10476.43045,81737.85047,0,58405.70349,0,635980.515,0,0,3664949.714,107769.9985,3772719.713,1.89E+11,1312319363
2019,Foodservice,Full Service Restaurants,Family Style,Produce,321653.2965,5902.148751,24813875.46,5091.291018,5757.178193,144.9705577,144.9705577,0,17.36374431,1.463576813,647.0598585,0,428.9159771,0,4662.375041,0,0,5907.227833,300.2066782,6207.434511,234030811.1,9595296.991
2019,Foodservice,Full Service Restaurants,Family Style,Ready-to-drink Beverages,208311.5267,3822.393959,16070148.63,3297.260176,3728.507036,93.88692279,93.88692279,0,11.24523867,0.947852622,419.0537715,0,277.7777906,0,3019.482386,0,0,12290.21194,545.4970084,12835.70895,61272201.75,6214178.395
2019,Foodservice,Full Service Restaurants,Italian/pizza,Breads & Bakery,134654.4362,2470.829682,9600285.622,2109.608752,2409.421158,61.40852449,61.40852449,0,7.798198273,0.619522626,291.3946873,0,203.8181144,0,1905.790637,0,0,5478.193961,698.5924596,6176.78642,46695668.34,4015701.931
2019,Foodservice,Full Service Restaurants,Italian/pizza,Dairy & Eggs,264280.1745,4849.385717,18842046.58,4140.433726,4728.861982,120.5237349,120.5237349,0,15.30517121,1.215909051,571.9071794,0,400.0245989,0,3740.409127,0,0,21433.08093,456.3277271,21889.40865,1189106751,7881436.639
2019,Foodservice,Full Service Restaurants,Italian/pizza,Dry Goods,868900.8866,15943.82007,61948918.47,13612.92629,15547.56189,396.2581767,396.2581767,0,50.32037254,3.997668211,1880.317569,0,1315.201677,0,12297.72461,0,0,43409.43017,2786.383453,46195.81362,1504359273,25912603.16
2019,Foodservice,Full Service Restaurants,Italian/pizza,Fresh Meat & Seafood,284431.0706,5219.142806,20278719.33,4456.134479,5089.42935,129.7134566,129.7134566,0,16.47216346,1.308619967,615.514091,0,430.5257675,0,4025.608712,0,0,59545.22707,734.08841,60279.31548,6307017057,8482382.251
2019,Foodservice,Full Service Restaurants,Italian/pizza,Frozen,4289.048424,78.7015152,305790.816,67.19581135,76.74551477,1.956000431,1.956000431,0,0.248390257,0.019733197,9.281580018,0,6.492068045,0,60.7037433,0,0,601.8480631,13.36779562,615.2158587,12971295.67,127909.1913
2019,Foodservice,Full Service Restaurants,Italian/pizza,Prepared Foods,0,734537.1443,10060946921,638469.875,732359.7729,1027151.409,2177.371413,0,599.3921706,10738.59825,82551.90757,0,61278.02974,0,577191.8452,0,0,3408801.517,94315.93128,3503117.449,1.76E+11,1220599622
2019,Foodservice,Full Service Restaurants,Italian/pizza,Produce,117250.6022,2151.479567,8359466.661,1836.945766,2098.00798,53.47158755,53.47158755,0,6.790295732,0.539450485,253.732469,0,177.4750043,0,1659.470762,0,0,2152.688472,104.5450594,2257.233532,85284577.39,3496679.967
2019,Foodservice,Full Service Restaurants,Italian/pizza,Ready-to-drink Beverages,339171.894,6223.60471,24181506.01,5313.749893,6068.926957,154.6777525,154.6777525,0,19.64235084,1.560473375,733.974244,0,513.3835754,0,4800.366318,0,0,20004.89683,840.3131112,20845.20994,99733355.28,10114878.26
2019,Foodservice,Full Service Restaurants,Mexican,Breads & Bakery,98556.18487,1808.448009,6265570.091,1600.665171,1765.371795,43.07621334,43.07621334,0,4.331786776,0.435702733,159.9391363,0,129.834999,0,1470.830172,0,0,4013.847507,567.975657,4581.823164,34213701.32,2942286.326
2019,Foodservice,Full Service Restaurants,Mexican,Dairy & Eggs,139962.3218,2568.226261,8897906.697,2273.148195,2507.052557,61.17370353,61.17370353,0,6.151688356,0.618753316,227.1339226,0,184.3822175,0,2088.765978,0,0,11362.95806,274.4523413,11637.4104,630416606.1,4178420.93
2019,Foodservice,Full Service Restaurants,Mexican,Dry Goods,619944.1411,11375.61026,39412072.14,10068.60194,11104.64962,270.9606314,270.9606314,0,27.24807008,2.740683978,1006.058936,0,816.6960505,0,9251.905893,0,0,31004.63699,2224.916146,33229.55313,1074469602,18507749.38
2019,Foodservice,Full Service Restaurants,Mexican,Fresh Meat & Seafood,139120.8756,2552.786217,8844412.942,2259.482146,2491.980287,60.80593038,60.80593038,0,6.114704723,0.615033403,225.7684052,0,183.2737211,0,2076.208424,0,0,29155.63256,403.0720967,29558.70465,3088158042,4153300.479
2019,Foodservice,Full Service Restaurants,Mexican,Prepared Foods,0,462297.8136,5646250680,417269.7464,461120.4422,646287.4404,1177.371424,0,281.3079443,5013.394996,38555.99288,0,33664.18673,0,383605.5597,0,0,2146305.847,67503.70313,2213809.55,1.11E+11,768534070.5
2019,Foodservice,Full Service Restaurants,Mexican,Produce,201549.3153,3698.311358,12813212.72,3273.391413,3610.219664,88.09169427,88.09169427,0,8.858588226,0.891020566,327.0786451,0,265.5150987,0,3007.876314,0,0,3704.31301,211.5360971,3915.849107,146756381,6017032.774
2019,Foodservice,Full Service Restaurants,Mexican,Ready-to-drink Beverages,67462.96892,1237.905789,4288862.854,1095.675779,1208.41957,29.48621891,29.48621891,0,2.965163445,0.298244093,109.4803842,0,88.87371719,0,1006.802062,0,0,3983.292104,188.4721946,4171.764298,19858492.15,2014032.617
2019,Foodservice,Full Service Restaurants,Seafood,Breads & Bakery,3737.65026,68.58368329,684246.8816,58.82877893,66.88811891,1.695564378,1.695564378,0,0.20985455,0.017111182,7.832374297,0,6.835230929,0,51.993548,0,0,152.0805476,18.21004377,170.2905913,1296321.901,111480.1982
2019,Foodservice,Full Service Restaurants,Seafood,Dairy & Eggs,17469.60451,320.5569649,3198138.29,274.9629929,312.6319754,7.924989513,7.924989513,0,0.980850463,0.079976875,36.60815536,0,31.94755335,0,243.0154396,0,0,1416.972298,29.53443066,1446.506728,78613584.82,521053.2924
